_id,INC NUMBER,OCCURRED ON,OCCURRED TO,UCR CRIME CATEGORY,100 BLOCK ADDR,ZIP,PREMISE TYPE,GRID,Latitude,Longitude
467077,202300000061928,01/12/2023  20:00,01/13/2023  07:58,MOTOR VEHICLE THEFT,19XX W ASTER DR,85029,APARTMENT,DB24,33.25635522712947,-111.84174100334013
467078,202300000063543,01/12/2023  20:00,01/13/2023  09:00,LARCENY-THEFT,35XX W DUNLAP AVE,85051,PARKING LOT,CH20,33.567814423469386,-112.07435130612245
467079,202300000083184,01/12/2023  20:00,01/16/2023  20:00,LARCENY-THEFT,6XX N 2ND AVE,85003,APARTMENT,BB27,33.57241004081633,-112.07556220408163
467080,202300000089538,01/12/2023  20:00,01/13/2023  11:00,LARCENY-THEFT,26XX E CAMELBACK RD,85016,APARTMENT,BI33,33.509364,-112.07337175
467081,202300000073177,01/12/2023  20:00,01/15/2023  13:00,MOTOR VEHICLE THEFT,134XX N 44TH ST,85032,APARTMENT,DC37,33.449968715974656,-111.987231167679
467082,202300000062038,01/12/2023  20:30,01/13/2023  08:30,MOTOR VEHICLE THEFT,7XX E COCOPAH ST,85034,DRIVEWAY,AI29,33.4322747,-112.0564739
467083,202300000061467,01/12/2023  20:30,01/13/2023  05:06,MOTOR VEHICLE THEFT,77XX N 19TH DR,85021,SINGLE FAMILY HOUSE,CE24,33.5763193,-112.1017402
467084,202300000060670,01/12/2023  20:54,01/12/2023  20:54,MOTOR VEHICLE THEFT,30XX S 90TH DR,85353,DRIVEWAY,AG07,33.4188515,-112.2534407
467085,202300000062430,01/12/2023  21:00,01/13/2023  02:00,MOTOR VEHICLE THEFT,48XX W BUCKEYE RD,85043,FENCED COMMERCIAL YARD,AJ17,33.436771163610885,-112.07428473770499
467086,202300000083304,01/12/2023  21:00,01/12/2023  23:00,LARCENY-THEFT,33XX W MARIPOSA ST,85017,GROCERY / SUPER MARKET,BI21,33.50829568456376,-112.0743313691275
467087,202300000060383,01/12/2023  21:02,nan,ROBBERY,42XX N 55TH AVE,85031,DRIVEWAY,BH15,33.447246528262134,-112.17793673940217
467088,202300000063460,01/12/2023  21:10,01/13/2023  13:00,MOTOR VEHICLE THEFT,38XX N 83RD AVE,85037,APARTMENT,BG08,33.447671755102036,-112.2384098367347
467089,202300000062001,01/12/2023  21:15,01/13/2023  02:30,MOTOR VEHICLE THEFT,17XX W MISSOURI AVE,85015,APARTMENT,BJ25,33.51648336256889,-112.07494977823791
467090,202300000060469,01/12/2023  21:21,nan,LARCENY-THEFT,18XX W NANCY LN,85041,SINGLE FAMILY HOUSE,AC25,33.3900984,-112.0876522
467091,202300000062622,01/12/2023  21:30,01/13/2023  08:50,LARCENY-THEFT,54XX E DEER VALLEY DR,85054,APARTMENT,ED40,40.64507544578313,-111.476547
467092,202300000060569,01/12/2023  21:46,nan,ROBBERY,27XX W MEDLOCK DR,85017,PARKING LOT,BJ22,33.511666020408164,-112.07497002040816
467093,202300000079071,01/12/2023  22:00,01/12/2023  22:15,LARCENY-THEFT,31XX E THUNDERBIRD RD,85032,RETAIL BUSINESS,DC34,33.6075082244898,-112.07414402040817
467094,202300000060859,01/12/2023  22:00,01/12/2023  23:00,ARSON,15XX E CHRISTY DR,85020,nan,CJ30A,33.5833567,-112.0493128
467095,202300000087262,01/12/2023  22:00,01/13/2023  10:00,LARCENY-THEFT,9XX E CAMELBACK RD,85014,GARAGE,BI29,33.509201,-112.07344883333334
467096,202300000092949,01/12/2023  22:10,01/12/2023  22:15,LARCENY-THEFT,27XX W SWEETWATER AVE,85029,HOTEL / MOTEL,DB22,33.6045358,-112.0800802
467097,202300000060830,01/12/2023  22:30,nan,LARCENY-THEFT,1XX W COOLIDGE ST,85013,GROUP HOME,BI27,33.504639,-112.073909
467098,202300000060766,01/12/2023  22:36,nan,LARCENY-THEFT,122XX N CAVE CREEK RD,85022,CONVENIENCE MARKET / STORE,DA32,33.6342741,-112.0307916
467099,202380000283,01/12/2023  22:40,01/12/2023  22:44,LARCENY-THEFT,15XX W THUNDERBIRD RD,85029,DRIVEWAY,DC25,33.60750546831195,-112.07483395735406
467100,202300000060801,01/12/2023  22:49,01/12/2023  22:49,LARCENY-THEFT,209XX N TATUM BLVD,85050,PARKING LOT,EB38,33.7256996,-111.9775127
467101,202300000063222,01/12/2023  23:00,01/13/2023  12:56,LARCENY-THEFT,24XX W GREENWAY RD,85023,DRIVEWAY,DE23,33.6253101,-112.1112117
467102,202300000060914,01/12/2023  23:48,nan,AGGRAVATED ASSAULT,2XX W VAN BUREN ST,85003,STREET / ROADWAY / SIDEWALK,BA27,33.451318025252526,-112.07396605555556
467103,202300000061251,01/13/2023  00:00,nan,LARCENY-THEFT,48XX W BUCKEYE RD,85043,FENCED COMMERCIAL YARD,AJ17,33.436771163610885,-112.07428473770499
467104,202300000072787,01/13/2023  00:00,01/13/2023  23:59,RAPE,26XX W MISSOURI AVE,85017,GROUP HOME,CA23B,33.51664508830438,-112.07403900223254
467105,202300000063376,01/13/2023  00:00,nan,LARCENY-THEFT,30XX S 35TH ST,85034,PARKING LOT,AG35,33.4198955,-112.0052772
467106,202300000067690,01/13/2023  00:00,nan,LARCENY-THEFT,53XX E VAN BUREN ST,85034,HOTEL / MOTEL,BA40,33.45132324489796,-112.07314765306123
467107,202300000061857,01/13/2023  00:00,01/13/2023  05:00,BURGLARY,70XX W MCDOWELL RD,85043,APARTMENT,BC12A,33.46582174074367,-112.07519339641202
467108,202300000114785,01/13/2023  00:00,01/23/2023  13:30,LARCENY-THEFT,38XX W POLK ST,85009,SINGLE FAMILY HOUSE,BB20,33.4532232,-112.1391831
467109,202300000061129,01/13/2023  00:00,nan,BURGLARY,41XX E VINEYARD RD,85042,SINGLE FAMILY HOUSE,AC37,33.38496172125832,-112.07202359266543
467110,202300000042828,01/13/2023  00:00,01/13/2023  00:00,RAPE,21XX N CENTRAL AVE,85003,UNKNOWN,BD27,34.0269215,-118.28140624547075
467111,202300000078557,01/13/2023  00:00,nan,LARCENY-THEFT,25XX W GLENROSA AVE,85017,APARTMENT,BH23B,33.497843714285715,-112.07412265306122
467112,202300000135237,01/13/2023  00:00,01/27/2023  10:00,LARCENY-THEFT,37XX W CARSON RD,85041,SINGLE FAMILY HOUSE,AB20,33.38309439597315,-112.07391286577182
467113,202300000073176,01/13/2023  00:00,01/15/2023  09:00,LARCENY-THEFT,1XX E GREENWAY PKWY,85022,APARTMENT,DG28,33.63566,-112.071431
467114,202300001200617,01/13/2023  00:00,07/23/2023  16:00,BURGLARY,160XX N CAVE CREEK RD,85032,RENTAL STORAGE / FACILITY,DF33,33.6337494,-112.0284428
467115,202300000095875,01/13/2023  00:00,01/19/2023  20:00,LARCENY-THEFT,15XX N 44TH ST,85008,PARKING LOT,BC38,33.450957032633866,-111.98722380439263
467116,202300000100643,01/13/2023  00:00,01/20/2023  00:00,LARCENY-THEFT,16XX W GLENDALE AVE,85021,NURSING CARE,CD25,33.538409854166666,-112.07580627083334
467117,202380000411,01/13/2023  00:00,01/16/2023  15:00,LARCENY-THEFT,XX E MCKINLEY ST,85004,OTHER,BB28,33.4567134,-112.0646543
467118,202300000133461,01/13/2023  00:00,nan,LARCENY-THEFT,94XX N 7TH ST,85020,CONVENIENCE MARKET / STORE,CH28,33.449841090179476,-112.06521768731183
467119,202300000064935,01/13/2023  00:00,nan,LARCENY-THEFT,21XX W WOOD DR,85029,SINGLE FAMILY HOUSE,DC24,33.604778386076646,-112.07426183634254
467120,202300000064928,01/13/2023  00:00,nan,LARCENY-THEFT,15XX W PEORIA AVE,85029,APARTMENT,CJ25,33.5818797,-112.133193
467121,202300000062288,01/13/2023  00:00,01/13/2023  00:00,LARCENY-THEFT,110XX N 23RD DR,85029,PARKING LOT,CJ23,33.5874042,-112.1098798
467122,202300000104647,01/13/2023  00:00,01/15/2023  00:00,BURGLARY,31XX N 69TH DR,85033,SINGLE FAMILY HOUSE,BF12,33.4882192,-112.2090897
467123,202300000061635,01/13/2023  00:00,01/13/2023  03:00,LARCENY-THEFT,53XX E VAN BUREN ST,85034,HOTEL / MOTEL,BA40,33.45132324489796,-112.07314765306123
467124,202300000162626,01/13/2023  00:00,01/13/2023  23:59,LARCENY-THEFT,81XX W CATALINA DR,85033,STREET / ROADWAY / SIDEWALK,BF09,33.482156714285715,-112.07470059183673
467125,202380000815,01/13/2023  00:00,01/14/2023  00:00,LARCENY-THEFT,14XX E JEFFERSON ST,85034,OTHER,BA30,33.4010644,-110.8522174
467126,202300000376456,01/13/2023  00:00,03/11/2023  12:40,BURGLARY,4XX S 2ND ST,85004,RENTAL STORAGE / FACILITY,AJ28,34.3788714,-91.1324107
467127,202300000077328,01/13/2023  00:00,nan,LARCENY-THEFT,85XX N 27TH DR,85051,VEHICLE,CG22,33.44898785714286,-112.11849928571428
467128,202300000061540,01/13/2023  00:00,01/13/2023  05:00,LARCENY-THEFT,33XX S 7TH ST,85040,WAREHOUSE / FACTORY,AG29,33.44788113926608,-112.06499207484009
467129,202300000076160,01/13/2023  00:00,01/16/2023  00:00,LARCENY-THEFT,199XX N 23RD AVE,85027,VEHICLE,EA23A,33.7003926,-112.1088073
467130,202300000098670,01/13/2023  00:00,01/20/2023  12:28,BURGLARY,33XX E EARLL DR,85018,SINGLE FAMILY HOUSE,BF35,33.4839795862069,-112.07286262068966
467131,202300000078303,01/13/2023  00:00,01/16/2023  15:07,MOTOR VEHICLE THEFT,51XX N 40TH ST,85018,APARTMENT,BJ37,33.44973314382389,-111.99544285150903
467132,202300000064595,01/13/2023  00:01,01/13/2023  06:30,LARCENY-THEFT,17XX E FRANCISCO DR,85042,STREET / ROADWAY / SIDEWALK,IB31,33.3733209,-112.0088413
467133,202300000061014,01/13/2023  00:08,nan,AGGRAVATED ASSAULT,50XX N 39TH AVE,85019,STREET / ROADWAY / SIDEWALK,BJ20,33.44874948720308,-112.14321899630984
467134,202300000061064,01/13/2023  00:37,nan,AGGRAVATED ASSAULT,180XX N 6TH DR,85023,NURSING CARE,DI27,33.630215,-112.0822858
467135,202300000062470,01/13/2023  01:30,nan,AGGRAVATED ASSAULT,9XX W ALTA VISTA RD,85041,APARTMENT,AC26,33.38853677327979,-112.07351640281095
467136,202300000061884,01/13/2023  01:58,01/13/2023  03:50,BURGLARY,150XX N TATUM BLVD,85032,BAR / LOUNG / NIGHT CLUB,DE38,33.6386007,-111.9778859
467137,202300000061277,01/13/2023  02:35,nan,LARCENY-THEFT,9XX N 19TH ST,85006,APARTMENT,BB31,33.44852651020408,-112.04111351020407
467138,202300000061439,01/13/2023  02:50,01/13/2023  03:00,LARCENY-THEFT,42XX W MCDOWELL RD,85009,GAS / SERVICE STATION,BC19A,33.46582061220216,-112.0746727625953
467139,202300000061294,01/13/2023  02:58,nan,AGGRAVATED ASSAULT,146XX S MOUNTAIN PKWY,85044,APARTMENT,JA36,33.3086493,-112.0011268
467140,202380000278,01/13/2023  03:00,nan,LARCENY-THEFT,16XX E ALICIA DR,85042,SINGLE FAMILY HOUSE,IB31,33.3713758,-112.0429577
467141,202300000061403,01/13/2023  04:18,nan,BURGLARY,102XX N 35TH AVE,85051,OFFICE / COMMERCIAL BUILDING,CI21,33.44971613131313,-112.13461796969698
467142,202300000062067,01/13/2023  04:19,01/13/2023  05:30,LARCENY-THEFT,83XX W CAMELBACK RD,85037,PARKING LOT,BI08,33.50921272,-112.075033072
467143,202300000061408,01/13/2023  04:23,nan,LARCENY-THEFT,20XX W CITRUS WAY,85015,SINGLE FAMILY HOUSE,CB24,33.5303113,-112.1087763
467144,202300000061589,01/13/2023  04:45,nan,LARCENY-THEFT,73XX W MEADOWBROOK AVE,85033,SINGLE FAMILY HOUSE,BI11,33.5027081,-112.2363461
467145,202300000064741,01/13/2023  05:00,01/13/2023  17:00,LARCENY-THEFT,20XX W BETHANY HOME RD,85015,PARKING LOT,CB24,33.523880734693876,-112.07402296938776
467146,202300000062471,01/13/2023  06:00,01/13/2023  09:00,MOTOR VEHICLE THEFT,27XX W SAN MIGUEL AVE,85017,SINGLE FAMILY HOUSE,CA22,33.5194834,-112.114757
467147,202300000061616,01/13/2023  06:25,nan,DRUG OFFENSE,5XX W INDIAN SCHOOL RD,85013,OFFICE / COMMERCIAL BUILDING,BH27,33.49474820408163,-112.07396469387756
467148,202300000061612,01/13/2023  06:25,01/13/2023  06:25,LARCENY-THEFT,31XX N 67TH LN,85033,STREET / ROADWAY / SIDEWALK,BF12,33.4835909,-112.2049143
467149,202300000081588,01/13/2023  07:00,01/17/2023  04:30,LARCENY-THEFT,422XX N 41ST DR,85086,PARKING LOT,GI19,33.8674581,-112.1478697
467150,202380000284,01/13/2023  07:00,01/13/2023  08:00,LARCENY-THEFT,49XX E PARADISE DR,85254,DRIVEWAY,DA39,33.5956699,-111.9664711
467151,202300000065876,01/13/2023  07:00,01/13/2023  07:00,LARCENY-THEFT,S 10TH AVE & W MADISON ST,85007,STREET / ROADWAY / SIDEWALK,BA26,,
467152,202300000061792,01/13/2023  07:24,nan,LARCENY-THEFT,15XX E BROADWAY RD,85040,CONVENIENCE MARKET / STORE,AF30,33.406638212121216,-112.07305613131312
467153,202300000061799,01/13/2023  07:25,01/13/2023  06:00,MOTOR VEHICLE THEFT,84XX W MONTEREY WAY,85037,DRIVEWAY,BF08,33.4845165,-112.239353
467154,202300000073701,01/13/2023  07:40,nan,LARCENY-THEFT,15XX W CAMELBACK RD,85015,APARTMENT,BI25,33.50920660869565,-112.07400695652174
467155,202300000061878,01/13/2023  07:55,nan,DRUG OFFENSE,51XX W BASELINE RD,85339,STREET / ROADWAY / SIDEWALK,IB16,33.377672979591836,-112.07418873469388
467156,202300000062459,01/13/2023  08:00,01/13/2023  09:30,ROBBERY,1XX N 44TH ST,85034,STREET / ROADWAY / SIDEWALK,BA38B,33.4539616,-111.839361
467157,202300000129311,01/13/2023  08:00,01/13/2023  18:00,LARCENY-THEFT,21XX W HARMONT DR,85021,PARKING LOT,CF24,33.554864183673466,-112.07471110204081
467158,202380000290,01/13/2023  08:45,01/13/2023  09:45,LARCENY-THEFT,154XX N 19TH AVE,85023,PARKING LOT,DF25,33.44977151020408,-112.10018504081633
467159,202300000062104,01/13/2023  08:51,01/13/2023  08:52,RAPE,152XX S 50TH ST,85044,HOTEL / MOTEL,JB39,33.4782408,-111.9739046
467160,202300000062274,01/13/2023  09:00,01/13/2023  09:30,LARCENY-THEFT,58XX S CENTRAL AVE,85040,GROCERY / SUPER MARKET,AD28,50.8363255,0.4550372
467161,202300000062342,01/13/2023  09:00,01/13/2023  09:30,MOTOR VEHICLE THEFT,176XX N 19TH AVE,85023,APARTMENT,DH25,33.44994975510204,-112.10018302040817
467162,202300000086893,01/13/2023  09:00,01/18/2023  09:35,BURGLARY,3XX W OSBORN RD,85013,OFFICE / COMMERCIAL BUILDING,BG27,33.4874541010101,-112.07395635353535
467163,202300000149575,01/13/2023  09:00,01/13/2023  09:00,LARCENY-THEFT,16XX W SELDON LN,85021,GROUP HOME,CG25,33.56117110670146,-112.07584379579909
467164,202300000062139,01/13/2023  09:04,nan,DRUG OFFENSE,22XX W DUNLAP AVE,85021,PARKING GARAGE,CG24,33.567817408163265,-112.07422236734693
467165,202380000305,01/13/2023  09:34,01/13/2023  09:35,LARCENY-THEFT,32XX E VAN BUREN ST,85034,APARTMENT,BA35,33.451485500000004,-112.0733613125
467166,202300000062264,01/13/2023  09:37,01/13/2023  09:37,DRUG OFFENSE,27XX W INDIAN SCHOOL RD,85017,RESTAURANT,BH22,33.494749326530616,-112.07414451020408
467167,202300000062595,01/13/2023  09:42,01/13/2023  10:00,ARSON,55XX N 40TH AVE,85019,nan,CA19,33.3918977,-112.1438975
467168,202300000062300,01/13/2023  09:46,nan,LARCENY-THEFT,61XX N 35TH AVE,85017,DEPARTMENT / DISCOUNT STORE,CB21,33.44884151020408,-112.13441418367347
467169,202300000062298,01/13/2023  09:47,nan,DRUG OFFENSE,51XX W MCDOWELL RD,85035,GROCERY / SUPER MARKET,BD16,33.46565531662899,-112.07484176557217
467170,202300000069816,01/13/2023  10:00,01/14/2023  12:40,BURGLARY,22XX N 37TH ST,85008,SINGLE FAMILY HOUSE,BD36,33.4658366,-112.0020725
467171,202300000064637,01/13/2023  10:00,01/13/2023  13:00,BURGLARY,8XX N 10TH AVE,85007,SINGLE FAMILY HOUSE,BB26,33.44836481315316,-112.08599183569602
467172,202300000082644,01/13/2023  10:00,01/17/2023  00:00,LARCENY-THEFT,42XX W MARLETTE AVE,85019,OTHER,CB19,33.52909765,-112.07562776459008
467173,202300000086666,01/13/2023  10:00,01/18/2023  08:36,MOTOR VEHICLE THEFT,227XX N 21ST AVE,85027,FENCED COMMERCIAL YARD,EE24,33.45055110204082,-112.10434885714287
467174,202380000421,01/13/2023  10:00,01/13/2023  17:00,LARCENY-THEFT,44XX E HUBBELL ST,85008,CONDO / TOWNHOUSE,BD38,33.4702514,-111.9896987
467175,202300000062420,01/13/2023  10:15,nan,DRUG OFFENSE,45XX E THOMAS RD,85008,STREET / ROADWAY / SIDEWALK,BE38,33.480172572777,-112.07304843816212
467176,202300000062445,01/13/2023  10:18,nan,AGGRAVATED ASSAULT,N 29TH AVE & W BELL RD,85053,BUS,DH22,33.6396485,-112.120765
467177,202300000062606,01/13/2023  10:30,01/13/2023  10:44,DRUG OFFENSE,38XX E SKY HARBOR BLVD,85034,AIRPORT,AI36,33.4366271,-112.015932
467178,202300000063805,01/13/2023  10:30,01/13/2023  10:42,LARCENY-THEFT,51XX W VAN BUREN ST,85043,PARKING LOT,BB16,33.451319262626264,-112.07421377777777
467179,202300000149659,01/13/2023  11:00,01/26/2023  15:00,BURGLARY,82XX N 29TH AVE,85051,SINGLE FAMILY HOUSE,CF22,33.4130914,-111.7541631
467180,202300000062738,01/13/2023  11:20,nan,LARCENY-THEFT,29XX W VAN BUREN ST,85009,VEHICLE,BA22,33.451318707070705,-112.07410255555556
467181,202300000062736,01/13/2023  11:22,01/13/2023  11:22,LARCENY-THEFT,18XX E SKY HARBOR CIR S,85034,AIRPORT,AI31,33.4326223,-112.0431848
467182,202300000062819,01/13/2023  11:30,nan,LARCENY-THEFT,43XX W MCDOWELL RD,85043,SPECIALTY STORE,BC18A,33.46565510596835,-112.07469588308062
467183,202380000358,01/13/2023  11:37,nan,LARCENY-THEFT,36XX E MCDOWELL RD,85008,APARTMENT,BC36,33.46595533530261,-111.93287950111599
467184,202300000062864,01/13/2023  11:42,nan,AGGRAVATED ASSAULT,7XX N 14TH ST,85006,APARTMENT,BB30,33.3577244,-111.4762213
467185,202300000062868,01/13/2023  11:43,nan,DRUG OFFENSE,25XX W NORTHERN AVE,85051,PARKING LOT,CF23B,33.552734,-112.07421366666667
467186,202300000064794,01/13/2023  12:09,01/13/2023  12:15,LARCENY-THEFT,21XX E BASELINE RD,85042,RETAIL BUSINESS,AB32,33.37768575848136,-112.07291854524627
467187,202380000330,01/13/2023  12:30,01/13/2023  13:15,LARCENY-THEFT,34XX E SKY HARBOR BLVD,85034,AIRPORT,AI35,33.4366271,-112.015932
467188,202300000063663,01/13/2023  12:35,01/13/2023  15:22,LARCENY-THEFT,18XX E CAMELBACK RD,85016,RETAIL BUSINESS,BI31A,33.509364999999995,-112.07344583333334
467189,202300000063172,01/13/2023  12:40,01/13/2023  12:45,LARCENY-THEFT,20XX E BASELINE RD,85042,SPECIALTY STORE,AB32,33.378190599999996,-112.07296825
467190,202300000088950,01/13/2023  12:45,nan,LARCENY-THEFT,47XX E RAY RD,85044,DEPARTMENT / DISCOUNT STORE,IJ38,33.320594087248324,-111.8408155637584
467191,202300000063197,01/13/2023  12:54,nan,LARCENY-THEFT,57XX N 19TH AVE,85015,APARTMENT,CA25,33.44871928571428,-112.09999271428572
467192,202300000063283,01/13/2023  13:00,01/13/2023  13:09,AGGRAVATED ASSAULT,198XX N 27TH AVE,85027,GAS / SERVICE STATION,EA22,33.4500988151388,-112.1176226713503
467193,202300000280218,01/13/2023  13:00,01/13/2023  13:30,LARCENY-THEFT,66XX S 43RD ST,85042,SINGLE FAMILY HOUSE,AC37,33.4533894,-111.8379521
467194,202300000110851,01/13/2023  13:00,01/14/2023  17:00,MOTOR VEHICLE THEFT,20XX W ROSE GARDEN LN,85027,GAS / SERVICE STATION,EB24,33.67657764285715,-112.07462630612245
467195,202300000063269,01/13/2023  13:00,nan,MOTOR VEHICLE THEFT,50XX S 35TH DR,85041,DRIVEWAY,AE20,33.3765217,-112.1348204
467196,202300000076437,01/13/2023  13:00,01/16/2023  07:00,LARCENY-THEFT,12XX E WASHINGTON ST,85034,CONSTRUCTION SITE,BA30,36.171060749999995,-97.06777477443654
467197,202300000063265,01/13/2023  13:00,nan,LARCENY-THEFT,48XX N 83RD AVE,85033,GROCERY / SUPER MARKET,BI09,33.44778752040816,-112.23841034693878
467198,202300000063489,01/13/2023  13:24,nan,LARCENY-THEFT,104XX N 31ST AVE,85051,SPECIALTY STORE,CI22,33.449785525793764,-112.12614013559646
467199,202300000063609,01/13/2023  13:30,01/13/2023  14:00,LARCENY-THEFT,32XX E BELL RD,85032,GROCERY / SUPER MARKET,DH35,33.64035360810811,-112.07206289189189
467200,202300000064413,01/13/2023  13:50,01/13/2023  14:02,LARCENY-THEFT,76XX W THOMAS RD,85035,SHOPPING MALL,BE10,33.4803399375,-112.0746530625
467201,202300000063521,01/13/2023  13:52,nan,DRUG OFFENSE,18XX W MONTEBELLO AVE,85015,PARKING LOT,CA25,33.5199486686976,-112.07399916503427
467202,202300000076407,01/13/2023  14:00,01/16/2023  05:00,LARCENY-THEFT,9XX N 17TH AVE,85007,PARKING LOT,BB25,33.44869841389568,-112.09570013436861
467203,202300000063917,01/13/2023  14:00,01/13/2023  14:45,LARCENY-THEFT,43XX W THOMAS RD,85031,PARKING LOT,BF18,33.48017185714286,-112.07433057142856
467204,202300000066097,01/13/2023  14:00,01/13/2023  22:00,MOTOR VEHICLE THEFT,18XX W GLENDALE AVE,85015,GROCERY / SUPER MARKET,CC25,33.53840983333333,-112.07581216666667
467205,202300000063684,01/13/2023  14:24,01/13/2023  14:26,LARCENY-THEFT,34XX N CENTRAL AVE,85013,DRUG STORE,BG27,38.0824041,-79.37848443748828
467206,202300000063723,01/13/2023  14:33,01/13/2023  14:33,DRUG OFFENSE,16XX W CAMELBACK RD,85015,STREET / ROADWAY / SIDEWALK,BI25,33.50961345,-112.07508050956557
467207,202300000063819,01/13/2023  14:40,nan,AGGRAVATED ASSAULT,128XX N 33RD AVE,85029,SCHOOL-ELEMENTARY/SECONDARY,DB21,33.44984757142857,-112.13035071428573
467208,202300000063786,01/13/2023  14:44,nan,LARCENY-THEFT,34XX N CENTRAL AVE,85013,DRUG STORE,BG27,38.0824041,-79.37848443748828
467209,202300000063807,01/13/2023  14:44,01/13/2023  14:48,LARCENY-THEFT,50XX W BASELINE RD,85339,GROCERY / SUPER MARKET,IB17,33.37783576923077,-112.07538784615384
467210,202300000081132,01/13/2023  15:00,01/17/2023  06:15,BURGLARY,23XX W JESSICA LN,85041,SINGLE FAMILY HOUSE,AD23,33.393477,-112.084534
467211,202300000072957,01/13/2023  15:00,01/15/2023  11:00,LARCENY-THEFT,S 98TH AVE & W JONES AVE,85353,CONSTRUCTION SITE,AF05,,
467212,202300000064154,01/13/2023  15:00,01/13/2023  15:40,LARCENY-THEFT,28XX W DUNLAP AVE,85051,DEPARTMENT / DISCOUNT STORE,CH22,33.56781603061224,-112.07428187755102
467213,202300000069103,01/13/2023  15:00,nan,LARCENY-THEFT,22XX E CACTUS RD,85022,OFFICE / COMMERCIAL BUILDING,DB32A,33.5968172,-112.0335123
467214,202300000076579,01/13/2023  15:00,nan,LARCENY-THEFT,220XX N 23RD AVE,85027,FENCED COMMERCIAL YARD,ED23A,33.7003926,-112.1088073
467215,202300000064074,01/13/2023  15:05,01/13/2023  15:15,LARCENY-THEFT,18XX W BELL RD,85023,DEPARTMENT / DISCOUNT STORE,DG25,33.640338724137926,-112.07435855172413
467216,202300000063970,01/13/2023  15:14,01/13/2023  15:18,DRUG OFFENSE,21XX N 46TH ST,85008,PARK / PLAYGROUND,BD38,33.4797415,-111.9825846
467217,202300000064480,01/13/2023  15:30,nan,DRUG OFFENSE,29XX N 80TH LN,85033,SINGLE FAMILY HOUSE,BF09,33.508341,-112.2329997
467218,202300000077251,01/13/2023  15:30,01/16/2023  06:15,LARCENY-THEFT,17XX N 99TH AVE,85037,CONSTRUCTION SITE,BD05,33.447227487178296,-112.27233550555063
467219,202300000076550,01/13/2023  16:00,01/16/2023  06:30,BURGLARY,5XX E OCOTILLO RD,85012,STOREROOM/SHED (RESIDENTIAL),CC28,33.53408046938775,-112.07352093877552
467220,202300000067508,01/13/2023  16:00,01/14/2023  07:30,MOTOR VEHICLE THEFT,17XX W TUCKEY LN,85015,STREET / ROADWAY / SIDEWALK,CC25,33.53406,-112.1109113
467221,202300000064323,01/13/2023  16:10,01/13/2023  16:10,LARCENY-THEFT,3XX N 43RD AVE,85009,VEHICLE,BA19,33.44774008563217,-112.15162627117031
467222,202300000064325,01/13/2023  16:13,nan,BURGLARY,90XX N CAVE CREEK RD,85020,OFFICE / COMMERCIAL BUILDING,CH29,33.5700212,-112.062384
467223,202300000064354,01/13/2023  16:14,nan,AGGRAVATED ASSAULT,62XX W MULBERRY DR,85033,SINGLE FAMILY HOUSE,BF14,33.4858409,-112.2224178
467224,202300000073607,01/13/2023  16:30,01/13/2023  23:00,LARCENY-THEFT,XX N 1ST ST,85004,RESTAURANT,BA28,33.4555492,-112.0725432
